user_id,carts,purchases,views
1515915625360905545,0,0,1
1515915625360911267,0,0,1
1515915625360916619,0,0,1
1515915625360917961,0,0,1
1515915625360924831,0,0,8
1515915625360981928,0,0,1
1515915625361062427,0,0,1
1515915625361099554,0,0,3
1515915625361123710,0,0,1
1515915625361135661,0,0,1
1515915625361136585,0,0,1
1515915625361166792,0,0,1
1515915625361168949,0,0,1
1515915625361197730,1,1,1
1515915625361210283,0,0,1
1515915625361232363,0,0,5
1515915625361283252,1,1,1
1515915625361317841,0,0,2
1515915625361374866,0,0,1
1515915625361401260,0,0,7
1515915625361438232,0,0,1
1515915625361439171,0,0,1
1515915625361444158,0,0,2
1515915625361477676,0,0,1
1515915625361494174,0,0,2
1515915625361494362,0,0,1
1515915625361544519,0,0,1
1515915625361605159,0,0,1
1515915625361678637,0,0,2
1515915625361704460,0,0,1
1515915625361788436,0,0,1
1515915625361862016,0,0,2
1515915625361909601,0,0,1
1515915625361960275,0,0,1
1515915625362004568,0,0,1
1515915625362011227,0,0,1
1515915625362073398,1,2,3
1515915625362080463,0,0,1
1515915625362094991,1,2,14
1515915625362134849,0,0,8
1515915625362169897,0,0,1
1515915625362188776,0,0,1
1515915625362191761,0,0,1
1515915625362204331,0,0,1
1515915625362226692,0,0,1
1515915625362229975,0,0,1
1515915625362247699,0,0,2
1515915625362270716,0,0,1
1515915625362284386,0,0,1
1515915625362290191,0,0,2
1515915625362291434,0,0,1
1515915625362295978,0,0,1
1515915625362302508,0,0,2
1515915625362313976,0,0,2
1515915625362340799,0,0,1
1515915625362399964,0,0,1
1515915625362421197,0,0,1
1515915625362432492,0,0,1
1515915625362466108,0,0,1
1515915625362563157,0,0,7
1515915625362642256,0,0,1
1515915625362668216,0,0,1
1515915625362771915,0,0,2
1515915625362886048,0,0,1
1515915625362956907,0,0,1
1515915625363007665,0,0,2
1515915625363018099,2,1,2
1515915625363045080,0,0,1
1515915625363053094,0,0,6
1515915625363133441,0,0,1
1515915625363198156,0,0,1
1515915625363210368,0,0,1
1515915625363295828,0,0,4
1515915625363303508,0,0,1
1515915625363319311,0,0,1
1515915625363403643,0,0,1
1515915625363415833,0,0,1
1515915625363419728,2,3,5
1515915625363531303,0,0,1
1515915625363545927,0,0,4
1515915625363574758,0,0,1
1515915625363633555,1,1,1
1515915625363665455,0,0,2
1515915625363673819,0,0,1
1515915625363745277,0,0,1
1515915625363762592,0,0,1
1515915625363772605,0,0,1
1515915625363789844,1,1,8
1515915625363819606,0,0,7
1515915625363824516,0,0,1
1515915625363888802,0,0,1
1515915625363906872,0,0,1
1515915625363920293,0,0,1
1515915625363965912,0,0,2
1515915625364062846,1,1,3
1515915625364091988,0,0,1
1515915625364093581,0,0,2
1515915625364117956,0,0,1
1515915625364118455,0,0,1
1515915625364167640,0,0,1
1515915625364173161,0,0,1
1515915625364202313,0,0,5
1515915625364218541,0,0,1
1515915625364257701,6,3,6
1515915625364258848,0,0,2
1515915625364262469,0,0,1
1515915625364271140,0,0,1
1515915625364298638,0,0,1
1515915625364316677,0,0,8
1515915625364343001,0,0,2
1515915625364386992,0,0,1
1515915625364434727,0,0,1
1515915625364475042,0,0,3
1515915625364492762,0,0,2
1515915625364519461,0,0,4
1515915625364635170,0,0,1
1515915625364669447,0,0,1
1515915625364711703,0,0,1
1515915625364764653,0,0,1
1515915625364766869,0,0,1
1515915625364816913,0,0,1
1515915625364872658,0,0,2
1515915625364909178,0,0,1
1515915625364912419,0,0,1
1515915625364926536,0,0,5
1515915625365024042,0,0,1
1515915625365042345,0,0,8
1515915625365053248,0,0,6
1515915625365057801,0,0,1
1515915625365116680,0,0,1
1515915625365126625,0,0,1
1515915625365144435,0,0,1
1515915625365177149,0,0,2
1515915625365234323,0,0,1
1515915625365352415,0,0,1
1515915625365401635,0,0,1
1515915625365447271,0,0,6
1515915625365447353,0,0,1
1515915625365478224,0,0,1
1515915625365559220,0,0,1
1515915625365573979,0,0,2
1515915625365627979,0,0,1
1515915625365747003,0,0,3
1515915625365751031,0,0,1
1515915625365836405,2,1,16
1515915625365843474,0,0,1
1515915625365881214,0,0,1
1515915625365910434,0,0,1
1515915625365972094,1,1,21
1515915625366127971,1,1,1
1515915625366154652,0,0,1
1515915625366169564,0,0,29
1515915625366186412,1,1,1
1515915625366226959,0,0,1
1515915625366238274,0,0,1
1515915625366254994,0,0,1
1515915625366276574,0,0,1
1515915625366295698,0,0,2
1515915625366297345,0,0,1
1515915625366307077,0,0,1
1515915625366311430,0,0,1
1515915625366351428,0,0,1
1515915625366360311,0,0,2
1515915625366382652,0,0,1
1515915625366384774,0,0,1
1515915625366418326,0,0,1
1515915625366490501,0,0,1
1515915625366511567,0,0,1
1515915625366540323,0,0,1
1515915625366571973,0,0,1
1515915625366672718,4,0,40
1515915625366732956,0,0,1
1515915625366747644,0,0,1
1515915625366753528,0,0,1
1515915625366865696,1,0,1
1515915625366974212,0,0,1
1515915625367045845,0,0,3
1515915625367150883,5,5,13
1515915625367161422,0,0,1
1515915625367224891,0,0,1
1515915625367241231,1,0,3
1515915625367241503,0,0,2
1515915625367255192,0,0,3
1515915625367365426,0,0,1
1515915625367438020,2,2,102
1515915625367572538,0,0,2
1515915625367641956,0,0,1
1515915625367662225,0,0,6
1515915625367662449,0,0,3
1515915625367690820,0,0,1
1515915625367792694,0,0,1
1515915625367856459,1,0,9
1515915625367995831,0,0,2
1515915625368097063,1,1,1
1515915625368116195,0,0,1
1515915625368234544,0,0,1
1515915625368246734,0,0,4
1515915625368294605,0,0,3
1515915625368555929,0,0,16
1515915625368573796,0,0,1
1515915625368606071,0,0,3
1515915625368618497,0,0,3
1515915625368628097,0,0,1
1515915625368633582,0,0,3
1515915625368637703,0,0,3
1515915625368773229,0,0,2
1515915625368795256,0,0,1
1515915625368885041,0,0,2
1515915625368922871,0,0,2
1515915625368934102,0,0,1
1515915625368958060,0,0,1
1515915625368994436,0,0,2
1515915625369068765,0,0,1
1515915625369150761,0,0,3
1515915625369196331,0,0,2
1515915625369237522,0,0,3
1515915625369253995,0,0,2
1515915625369292870,0,0,1
1515915625369307293,0,0,1
1515915625369332561,1,1,1
1515915625369352063,0,0,2
1515915625369372234,0,0,1
1515915625369379848,0,0,1
1515915625369477156,0,0,3
1515915625369522610,0,0,1
1515915625369527811,0,0,2
1515915625369530324,0,0,4
1515915625369554916,0,0,1
1515915625369565899,0,0,2
1515915625369589122,0,0,1
1515915625369602988,0,0,2
1515915625369680124,0,0,2
1515915625369698061,0,0,3
1515915625369705094,0,0,1
1515915625369734431,0,0,1
1515915625369835542,0,0,1
1515915625369859280,0,0,1
1515915625369883983,0,0,2
1515915625369939567,0,0,1
1515915625369970142,0,0,1
1515915625370042064,1,2,3
1515915625370136476,0,0,1
1515915625370253492,0,0,1
1515915625370294447,0,0,1
1515915625370330399,0,0,1
1515915625370374622,0,0,2
1515915625370546168,0,0,1
1515915625370594522,0,0,1
1515915625370645133,0,0,2
1515915625370679819,0,0,1
1515915625370725266,0,0,1
1515915625370788115,0,0,2
1515915625370839144,0,0,1
1515915625370866418,0,0,2
1515915625370895761,0,0,3
1515915625370907640,0,0,2
1515915625371014659,0,0,1
1515915625371028725,0,0,1
1515915625371077570,0,0,3
1515915625371158307,5,5,10
1515915625371271782,0,0,1
1515915625371326963,0,0,1
1515915625371361093,1,2,2
1515915625371372990,0,0,1
1515915625371386853,0,0,1
1515915625371484045,0,0,1
1515915625371533560,0,0,1
1515915625371687813,0,0,1
1515915625371815452,0,0,1
1515915625371953505,0,0,1
1515915625371954596,0,0,2
1515915625372000707,0,0,1
1515915625372048595,0,0,1
1515915625372081837,0,0,1
1515915625372094003,0,0,1
1515915625372180010,0,0,2
1515915625372378010,0,0,1
1515915625372413299,0,0,1
1515915625372454837,0,0,1
1515915625372466466,1,0,5
1515915625372507155,0,0,1
1515915625372644538,1,2,2
1515915625372682976,0,0,2
1515915625372720876,0,0,1
1515915625372880714,0,0,1
1515915625372908425,1,1,5
1515915625372946693,0,0,4
1515915625372964734,0,0,1
1515915625372989809,0,0,1
1515915625373009890,1,1,2
1515915625373039986,0,0,1
1515915625373335154,0,0,2
1515915625373342675,1,1,3
1515915625373355296,0,0,3
1515915625373397912,0,0,1
1515915625373529934,0,0,1
1515915625373568793,1,1,1
1515915625373569469,0,0,1
1515915625373692862,0,0,1
1515915625373853781,0,0,1
1515915625374022885,0,0,1
1515915625374055514,0,0,1
1515915625374261935,0,0,1
1515915625374272783,0,0,1
1515915625374327288,0,0,1
1515915625374385072,0,0,10
1515915625374402271,0,0,1
1515915625374448787,1,1,2
1515915625374480422,0,0,1
1515915625374581718,0,0,1
1515915625374737283,0,0,1
1515915625374781376,0,0,2
1515915625374835614,0,0,1
1515915625375038347,0,0,1
1515915625375042249,1,0,2
1515915625375169659,0,0,1
1515915625375258410,0,0,2
1515915625375554319,0,0,1
1515915625375605183,0,0,1
1515915625375691546,0,0,1
1515915625375947733,0,0,1
1515915625375984252,0,0,1
1515915625376098217,0,0,1
1515915625376126444,0,0,1
1515915625376320204,0,0,2
1515915625376390737,0,0,1
1515915625376498441,1,1,1
1515915625376559728,0,0,2
1515915625376578108,0,0,1
1515915625376690144,0,0,1
1515915625376702947,0,0,1
1515915625376706066,0,0,1
1515915625376743346,1,0,2
1515915625376936128,0,0,1
1515915625377014276,0,0,1
1515915625377232669,0,0,3
1515915625377288390,0,0,1
1515915625377359630,0,0,3
1515915625377369137,0,0,1
1515915625377373064,0,0,1
1515915625377379505,0,0,1
1515915625377382993,0,0,3
1515915625377477434,0,0,2
1515915625377559438,0,0,1
1515915625377587416,0,0,1
1515915625377637523,0,0,1
1515915625377676240,0,0,1
1515915625377678596,0,0,1
1515915625377777679,0,0,1
1515915625377779371,0,0,2
1515915625377863327,0,0,2
1515915625378048717,0,0,1
1515915625378121004,0,0,1
1515915625378293006,0,0,1
1515915625378351062,0,0,1
1515915625378386686,0,0,1
1515915625378419425,0,0,1
1515915625378424135,0,0,1
1515915625378438861,0,0,1
1515915625378486886,0,0,3
1515915625378544003,0,0,1
1515915625378659434,0,0,2
1515915625378731792,0,0,1
1515915625378826284,2,1,18
1515915625378890206,0,0,1
1515915625378914232,0,0,1
1515915625378938098,0,0,1
1515915625378955074,0,0,1
1515915625378960697,0,0,1
1515915625378991070,0,0,1
1515915625379176141,0,0,2
1515915625379210214,0,0,10
1515915625379211943,0,0,1
1515915625379260781,0,0,1
1515915625379280535,0,0,2
1515915625379460890,0,0,5
1515915625379478987,0,0,1
1515915625379491111,0,0,2
1515915625379524396,0,0,1
1515915625379525074,0,0,1
1515915625379735195,1,0,3
1515915625379736561,0,0,2
1515915625379759218,0,0,1
1515915625379816996,0,0,4
1515915625379886138,0,0,1
1515915625379945655,0,0,2
1515915625380086704,0,0,2
1515915625380101098,0,0,2
1515915625380140012,1,0,4
1515915625380295365,0,0,1
1515915625380325148,0,0,1
1515915625380469315,0,0,1
1515915625380519796,0,0,1
1515915625380523079,0,0,2
1515915625380542061,0,0,1
1515915625380563207,0,0,1
1515915625380646245,0,0,2
1515915625380648840,0,0,1
1515915625380681854,0,0,1
1515915625380708131,0,0,1
1515915625381039157,0,0,1
1515915625381100005,0,0,1
1515915625381300547,0,0,3
1515915625381399482,0,0,1
1515915625381439291,0,0,1
1515915625381511444,0,0,1
1515915625381564334,0,0,1
1515915625381670170,0,0,1
1515915625381683328,0,0,1
1515915625381694485,0,0,3
1515915625381787474,0,0,1
1515915625381833568,2,0,3
1515915625381869278,0,0,2
1515915625381972729,0,0,3
1515915625382111403,0,0,2
1515915625382140005,0,0,1
1515915625382151651,0,0,5
1515915625382315848,0,0,1
1515915625382345416,1,0,2
1515915625382433785,0,0,1
1515915625382473017,0,0,1
1515915625382583367,0,0,1
1515915625382598805,0,0,1
1515915625382599888,0,0,1
1515915625382617834,1,2,4
1515915625382633579,0,0,2
1515915625382725769,1,0,2
1515915625382902566,1,2,3
1515915625382909599,0,0,1
1515915625382926651,0,0,2
1515915625382942171,0,0,1
1515915625382955019,0,0,2
1515915625382989486,0,0,1
1515915625383075120,0,0,3
1515915625383166728,0,0,1
1515915625383237543,0,0,1
1515915625383256309,0,0,1
1515915625383285331,0,0,1
1515915625383321495,0,0,4
1515915625383325382,0,0,1
1515915625383449746,0,0,1
1515915625383479440,0,0,3
1515915625383560254,0,0,1
1515915625383723562,0,0,1
1515915625383749212,0,0,1
1515915625383834958,2,0,5
1515915625383841761,0,0,1
1515915625383844652,1,0,5
1515915625383868578,1,0,4
1515915625383906297,0,0,1
1515915625383909286,0,0,1
1515915625383984487,0,0,1
1515915625384213019,0,0,1
1515915625384231449,0,0,1
1515915625384365877,0,0,1
1515915625384451066,1,1,3
1515915625384505777,0,0,1
1515915625384524965,0,0,1
1515915625384587594,1,1,6
1515915625384605151,1,1,1
1515915625384632878,0,0,1
1515915625384637915,0,0,1
1515915625384722944,0,0,1
1515915625384846100,0,0,2
1515915625384860749,0,0,1
1515915625384886799,0,0,1
1515915625384961447,0,0,1
1515915625384984889,0,0,2
1515915625384985421,0,0,1
1515915625385020761,0,0,1
1515915625385045989,0,0,1
1515915625385183012,0,0,5
1515915625385248976,0,0,1
1515915625385260638,0,0,1
1515915625385280850,0,0,1
1515915625385325597,0,0,1
1515915625385377487,0,0,1
1515915625385387244,0,0,1
1515915625385388469,0,0,2
1515915625385391081,1,0,2
1515915625385473453,0,0,7
1515915625385482819,4,8,25
1515915625385670767,0,0,2
1515915625385888878,9,10,9
1515915625385928693,0,0,2
1515915625386011969,0,0,1
1515915625386067291,0,0,10
1515915625386151548,0,0,1
1515915625386167902,1,1,1
1515915625386191417,0,0,1
1515915625386210033,0,0,4
1515915625386274272,1,0,8
1515915625386303762,0,0,2
1515915625386372458,0,0,3
1515915625386442124,0,0,2
1515915625386443559,0,0,1
1515915625386495794,0,0,1
1515915625386662653,2,1,2
1515915625386683844,1,0,1
1515915625386691212,0,0,1
1515915625386696965,0,0,12
1515915625386747814,0,0,6
1515915625386774060,0,0,2
1515915625386845450,0,0,1
1515915625386864289,1,0,1
1515915625387003871,0,0,1
1515915625387004060,0,0,1
1515915625387024652,0,0,1
1515915625387132829,0,0,1
1515915625387274646,0,0,4
1515915625387277688,0,0,1
1515915625387285055,0,0,1
1515915625387368729,0,0,1
1515915625387396828,0,0,7
1515915625387433440,1,1,4
1515915625387469848,0,0,1
1515915625387638560,0,0,2
1515915625387664864,0,0,2
1515915625387748301,0,0,1
1515915625387778867,0,0,1
1515915625387787258,0,0,1
1515915625388065268,0,0,2
1515915625388094422,0,0,1
1515915625388110517,0,0,2
1515915625388149041,0,0,6
1515915625388185549,0,0,1
1515915625388245854,1,1,3
1515915625388367161,0,0,1
1515915625388482606,0,0,1
1515915625388491013,0,0,2
1515915625388545787,0,0,2
1515915625388601449,0,0,1
1515915625388777879,0,0,1
1515915625388861645,0,0,1
1515915625388870266,0,0,1
1515915625388929428,0,0,1
1515915625389014077,1,0,3
1515915625389059178,0,0,1
1515915625389080559,0,0,8
1515915625389171011,0,0,1
1515915625389245441,1,1,3
1515915625389268026,0,0,1
1515915625389270576,1,0,1
1515915625389270674,0,0,1
1515915625389285023,0,0,4
1515915625389381190,0,0,2
1515915625389402713,0,0,1
1515915625389410876,0,0,1
1515915625389421764,0,0,1
1515915625389498271,0,0,1
1515915625389583495,0,0,1
1515915625389617269,0,0,1
1515915625389630243,0,0,2
1515915625389645288,0,0,1
1515915625389853870,0,0,1
1515915625389924019,0,0,1
1515915625389946490,0,0,1
1515915625389965110,0,0,1
1515915625389981724,0,0,1
1515915625390107328,2,10,36
1515915625390111516,0,0,1
1515915625390201294,0,0,3
1515915625390289630,0,0,1
1515915625390466128,0,0,1
1515915625390645057,0,0,3
1515915625390662663,0,0,2
1515915625390728134,0,0,1
1515915625390840412,0,0,1
1515915625390885149,0,0,1
1515915625390920508,2,2,5
1515915625390924808,1,1,6
1515915625391029263,0,0,6
1515915625391034650,0,0,4
1515915625391086136,0,0,1
1515915625391096878,0,0,1
1515915625391136924,0,0,1
1515915625391157024,0,0,1
1515915625391297316,0,0,5
1515915625391488572,0,0,1
1515915625391490413,0,0,3
1515915625391495749,0,0,1
1515915625391500528,0,0,1
1515915625391713556,0,0,1
1515915625391714062,1,0,3
1515915625391800241,1,0,1
1515915625391873956,0,0,1
1515915625391905486,0,0,2
1515915625391941162,0,0,1
1515915625392008295,0,0,1
1515915625392050534,0,0,2
1515915625392079028,0,0,1
1515915625392088944,0,0,1
1515915625392092171,0,0,1
1515915625392093469,0,0,1
1515915625392137348,0,0,1
1515915625392175919,0,0,3
1515915625392222852,1,1,4
1515915625392223058,0,0,1
1515915625392236572,0,0,1
1515915625392307937,0,0,2
1515915625392354435,0,0,1
1515915625392410747,0,0,2
1515915625392434275,0,0,2
1515915625392462725,0,0,3
1515915625392490266,0,0,1
1515915625392522105,0,0,1
1515915625392598666,0,0,62
1515915625392633527,0,0,1
1515915625392702817,0,0,1
1515915625392743678,0,0,2
1515915625392748633,0,0,3
1515915625392847973,0,0,2
1515915625392869583,0,0,1
1515915625392880257,0,0,1
1515915625393138449,0,0,1
1515915625393187053,0,0,9
1515915625393194447,0,0,2
1515915625393208688,0,0,1
1515915625393261992,1,1,2
1515915625393280472,0,0,1
1515915625393382317,0,0,1
1515915625393405710,0,0,1
1515915625393784152,0,0,2
1515915625393987602,0,0,2
1515915625394055172,0,0,1
1515915625394060520,0,0,2
1515915625394118380,0,0,1
1515915625394120859,0,0,1
1515915625394504484,0,0,1
1515915625394607640,0,0,1
1515915625394646788,1,1,1
1515915625394681573,0,0,1
1515915625394687208,0,0,2
1515915625394688511,0,0,1
1515915625394835285,1,4,3
1515915625394839850,0,0,1
1515915625394866719,0,0,1
1515915625394951584,0,0,1
1515915625394957850,0,0,5
1515915625395035101,2,0,4
1515915625395071774,0,0,1
1515915625395073779,0,0,1
1515915625395103578,0,0,2
1515915625395115439,0,0,2
1515915625395117641,0,0,2
1515915625395167173,0,0,1
1515915625395198150,1,1,2
1515915625395233623,0,0,1
1515915625395290033,0,0,1
1515915625395303993,0,0,1
1515915625395352241,0,0,1
1515915625395361335,0,0,2
1515915625395393921,0,0,1
1515915625395445732,0,0,1
1515915625395468896,0,0,1
1515915625395616201,0,0,2
1515915625395995264,0,0,2
1515915625396038750,0,0,2
1515915625396133396,0,0,1
1515915625396149219,0,0,1
1515915625396194636,0,0,1
1515915625396274922,0,0,2
1515915625396276827,1,0,1
1515915625396283973,0,0,1
1515915625396285959,0,0,1
1515915625396300440,0,0,1
1515915625396494296,0,0,2
1515915625396639392,0,0,1
1515915625396650408,0,0,3
1515915625396700666,0,0,2
1515915625396702852,0,0,1
1515915625396735905,0,0,1
1515915625396756557,0,0,1
1515915625396880906,1,0,2
1515915625396881978,0,0,1
1515915625396898193,0,0,1
1515915625396898475,0,0,3
1515915625396907589,0,0,1
1515915625396936126,0,0,1
1515915625396953127,0,0,4
1515915625396959670,0,0,1
1515915625396964448,0,0,2
1515915625397001491,0,0,2
1515915625397135405,0,0,1
1515915625397290664,0,0,1
1515915625397409054,2,1,6
1515915625397451269,0,0,1
1515915625397465804,0,0,1
1515915625397482383,0,0,1
1515915625397504968,0,0,1
1515915625397544071,0,0,2
1515915625397674009,0,0,2
1515915625397683973,0,0,1
1515915625397695683,2,0,7
1515915625397701103,1,1,1
1515915625397702061,0,0,1
1515915625397702169,1,1,3
1515915625397741168,0,0,3
1515915625397874743,0,0,1
1515915625397923726,0,0,2
1515915625398020128,0,0,2
1515915625398103157,0,0,3
1515915625398114424,0,0,1
1515915625398134748,0,0,2
1515915625398142252,0,0,1
1515915625398147362,0,0,1
1515915625398150087,0,0,1
1515915625398162604,0,0,1
1515915625398203440,0,0,1
1515915625398212085,0,0,3
1515915625398221289,0,0,2
1515915625398240995,0,0,1
1515915625398261155,0,0,1
1515915625398320622,0,0,2
1515915625398349640,0,0,1
